"Nama Pembeli,Kelamin,Menikah,Tanggungan,Pendidikan (int),Pendidikan,Pekerjaan (int),Pekerjaan,PU (int),Pendapatan Utama,PT (int),Pemasukan Tambahan,Jenis Properti,NUP (int),NUP,BF (int),Booking Fee,Biaya Rumah/Tanah,Uang Muka,Periode Cicilan,Riwayat Pinjaman,Persetujuan Pembelian"
"Pembeli 452,L,Ya,2,3,SMA,2,PNS,2,1jt s.d. <5jt,3,5jt s.d. <10jt,Rumah,0,Tidak,1,Ya,232000000,87000000,18,0,ya"
"Pembeli 453,L,Ya,0,4,Sarjana,2,PNS,3,5jt s.d. <10jt,3,5jt s.d. <10jt,Tanah,1,Ya,1,Ya,101000000,50000000,18,1,ya"
"Pembeli 454,L,Ya,0,4,Sarjana,2,PNS,4,10jt s.d. <20jt,1,< 1jt,Tanah,0,Tidak,1,Ya,139000000,41000000,12,2,ya"
"Pembeli 455,L,Tidak,0,1,SD,4,Pegawai Swasta,3,5jt s.d. <10jt,1,< 1jt,Tanah,0,Tidak,1,Ya,138000000,22000000,18,0,ya"
"Pembeli 456,L,Ya,2,2,SMP,2,PNS,2,1jt s.d. <5jt,1,< 1jt,Tanah,1,Ya,1,Ya,121000000,32000000,18,1,tidak"
"Pembeli 457,L,Ya,0,3,SMA,3,POLRI-TNI,2,1jt s.d. <5jt,3,5jt s.d. <10jt,Rumah,1,Ya,1,Ya,186000000,71000000,18,2+,tidak"
"Pembeli 458,L,Ya,0,3,SMA,3,POLRI-TNI,3,5jt s.d. <10jt,3,5jt s.d. <10jt,Rumah,0,Tidak,1,Ya,225000000,80000000,18,2+,ya"
"Pembeli 459,L,Tidak,2,5,PascaSarjana,2,PNS,4,10jt s.d. <20jt,3,5jt s.d. <10jt,Tanah,1,Ya,1,Ya,119000000,34000000,18,2,ya"
"Pembeli 460,L,Ya,0,2,SMP,3,POLRI-TNI,2,1jt s.d. <5jt,3,5jt s.d. <10jt,Tanah,0,Tidak,1,Ya,112000000,37000000,18,2+,tidak"
"Pembeli 461,,Ya,0,4,Sarjana,3,POLRI-TNI,4,10jt s.d. <20jt,3,5jt s.d. <10jt,Tanah,0,Tidak,1,Ya,115000000,41000000,18,0,ya"
"Pembeli 462,L,Ya,3+,1,SD,2,PNS,4,10jt s.d. <20jt,1,< 1jt,Rumah,1,Ya,1,Ya,191000000,66000000,12,2,ya"
"Pembeli 463,L,Ya,0,1,SD,1,Wiraswasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,Tanah,1,Ya,1,Ya,121000000,11000000,18,0,ya"
"Pembeli 464,P,Tidak,1,3,SMA,1,Wiraswasta,4,10jt s.d. <20jt,4,10jt s.d. <20jt,Tanah,1,Ya,1,Ya,137000000,47000000,18,2,ya"
"Pembeli 465,L,Tidak,0,3,SMA,1,Wiraswasta,6,> 30jt,3,5jt s.d. <10jt,Tanah,1,Ya,1,Ya,133000000,32000000,18,0,ya"
"Pembeli 466,L,Tidak,0,4,Sarjana,5,Buruh Lepas,1,< 1jt,0,0,Tanah,1,Ya,1,Ya,143000000,48000000,18,1,tidak"
"Pembeli 467,L,Ya,3+,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,Rumah,0,Tidak,1,Ya,238000000,60000000,12,2,tidak"
"Pembeli 468,,Ya,0,4,Sarjana,3,POLRI-TNI,3,5jt s.d. <10jt,2,1jt s.d. <5jt,Tanah,0,Tidak,1,Ya,112000000,42000000,18,1,ya"
"Pembeli 469,P,Ya,2,1,SD,4,Pegawai Swasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,Tanah,0,Tidak,1,Ya,141000000,22000000,18,2+,ya"
"Pembeli 470,L,Ya,0,3,SMA,5,Buruh Lepas,1,< 1jt,0,0,Rumah,0,Tidak,1,Ya,193000000,71000000,18,2,tidak"
"Pembeli 471,L,Ya,1,2,SMP,2,PNS,2,1jt s.d. <5jt,3,5jt s.d. <10jt,Tanah,1,Ya,1,Ya,115000000,48000000,18,2,tidak"
"Pembeli 472,L,Ya,1,3,SMA,3,POLRI-TNI,2,1jt s.d. <5jt,3,5jt s.d. <10jt,Tanah,1,Ya,1,Ya,126000000,20000000,12,1,tidak"
"Pembeli 473,L,Ya,3+,5,PascaSarjana,1,Wiraswasta,4,10jt s.d. <20jt,3,5jt s.d. <10jt,Tanah,1,Ya,1,Ya,112000000,25000000,18,2+,ya"
"Pembeli 474,P,Tidak,0,3,SMA,5,Buruh Lepas,1,< 1jt,0,0,Rumah,0,Tidak,1,Ya,211000000,77000000,18,2+,tidak"
"Pembeli 475,L,Tidak,2,4,Sarjana,2,PNS,3,5jt s.d. <10jt,3,5jt s.d. <10jt,Tanah,0,Tidak,1,Ya,133000000,10000000,18,2,ya"
"Pembeli 476,L,Ya,2,4,Sarjana,3,POLRI-TNI,3,5jt s.d. <10jt,2,1jt s.d. <5jt,Tanah,0,Tidak,1,Ya,137000000,18000000,18,2,ya"
"Pembeli 477,L,Ya,2,1,SD,2,PNS,3,5jt s.d. <10jt,3,5jt s.d. <10jt,Tanah,1,Ya,1,Ya,150000000,12000000,18,1,ya"
"Pembeli 478,,Ya,2,4,Sarjana,5,Buruh Lepas,1,< 1jt,0,0,Tanah,0,Tidak,1,Ya,137000000,47000000,18,2,tidak"
"Pembeli 479,L,Ya,1,3,SMA,3,POLRI-TNI,4,10jt s.d. <20jt,2,1jt s.d. <5jt,Tanah,1,Ya,1,Ya,101000000,32000000,18,2+,ya"
"Pembeli 480,L,Ya,2,2,SMP,4,Pegawai Swasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,Rumah,1,Ya,1,Ya,243000000,85000000,18,0,ya"
"Pembeli 481,P,Tidak,0,2,SMP,4,Pegawai Swasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,Tanah,0,Tidak,1,Ya,129000000,50000000,18,2,ya"
"Pembeli 482,L,Ya,3+,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,Tanah,0,Tidak,1,Ya,139000000,18000000,18,0,tidak"
"Pembeli 483,L,Ya,0,4,Sarjana,1,Wiraswasta,4,10jt s.d. <20jt,3,5jt s.d. <10jt,Tanah,1,Ya,1,Ya,112000000,30000000,18,1,ya"
"Pembeli 484,L,Ya,0,4,Sarjana,3,POLRI-TNI,3,5jt s.d. <10jt,1,< 1jt,Tanah,1,Ya,1,Ya,141000000,35000000,18,2,ya"
"Pembeli 485,L,Ya,2,2,SMP,1,Wiraswasta,6,> 30jt,2,1jt s.d. <5jt,Tanah,1,Ya,1,Ya,150000000,13000000,18,2+,ya"
"Pembeli 486,L,Ya,1,2,SMP,2,PNS,3,5jt s.d. <10jt,3,5jt s.d. <10jt,Tanah,1,Ya,1,Ya,135000000,18000000,18,2+,ya"
"Pembeli 487,L,Tidak,2,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,Tanah,1,Ya,1,Ya,134000000,12000000,18,0,tidak"
"Pembeli 488,L,Ya,1,2,SMP,3,POLRI-TNI,4,10jt s.d. <20jt,2,1jt s.d. <5jt,Rumah,1,Ya,1,Ya,187000000,68000000,18,2,ya"
"Pembeli 489,L,Ya,2,3,SMA,4,Pegawai Swasta,3,5jt s.d. <10jt,1,< 1jt,Tanah,1,Ya,1,Ya,100000000,40000000,18,2+,ya"
"Pembeli 490,L,Tidak,0,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,Rumah,1,Ya,1,Ya,224000000,86000000,18,2+,tidak"
"Pembeli 491,L,Tidak,0,5,PascaSarjana,5,Buruh Lepas,1,< 1jt,0,0,Tanah,0,Tidak,1,Ya,122000000,10000000,18,2+,tidak"
"Pembeli 492,L,Ya,1,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,Rumah,0,Tidak,1,Ya,209000000,71000000,18,0,tidak"
"Pembeli 493,L,Tidak,0,1,SD,1,Wiraswasta,5,20jt s.d. <30jt,3,5jt s.d. <10jt,Tanah,1,Ya,1,Ya,119000000,49000000,18,2,ya"
"Pembeli 494,P,Tidak,0,5,PascaSarjana,2,PNS,2,1jt s.d. <5jt,1,< 1jt,Tanah,0,Tidak,1,Ya,123000000,43000000,18,2+,tidak"
"Pembeli 495,L,Ya,0,4,Sarjana,5,Buruh Lepas,1,< 1jt,0,0,Tanah,1,Ya,1,Ya,147000000,12000000,18,1,tidak"
"Pembeli 496,P,Ya,1,1,SD,2,PNS,3,5jt s.d. <10jt,1,< 1jt,Tanah,0,Tidak,1,Ya,133000000,21000000,12,2+,ya"
"Pembeli 497,L,Ya,0,1,SD,4,Pegawai Swasta,2,1jt s.d. <5jt,2,1jt s.d. <5jt,Tanah,0,Tidak,1,Ya,113000000,41000000,18,1,tidak"
"Pembeli 498,L,Ya,0,3,SMA,5,Buruh Lepas,1,< 1jt,0,0,Rumah,0,Tidak,1,Ya,213000000,73000000,12,2,tidak"
"Pembeli 499,L,Ya,1,1,SD,5,Buruh Lepas,1,< 1jt,0,0,Tanah,0,Tidak,1,Ya,130000000,19000000,18,1,tidak"
"Pembeli 500,L,Tidak,0,4,Sarjana,2,PNS,3,5jt s.d. <10jt,3,5jt s.d. <10jt,Tanah,1,Ya,1,Ya,130000000,22000000,18,1,ya"
"Pembeli 501,P,Tidak,0,1,SD,2,PNS,4,10jt s.d. <20jt,1,< 1jt,Tanah,1,Ya,1,Ya,143000000,34000000,24,0,ya"
"Pembeli 502,P,Tidak,0,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,Tanah,0,Tidak,1,Ya,107000000,22000000,18,1,tidak"
"Pembeli 503,L,Ya,2,4,Sarjana,3,POLRI-TNI,4,10jt s.d. <20jt,3,5jt s.d. <10jt,Tanah,1,Ya,1,Ya,143000000,12000000,18,2,ya"
"Pembeli 504,L,Ya,1,2,SMP,2,PNS,4,10jt s.d. <20jt,3,5jt s.d. <10jt,Tanah,0,Tidak,1,Ya,139000000,16000000,18,2,ya"
"Pembeli 505,L,Ya,0,3,SMA,4,Pegawai Swasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,Tanah,1,Ya,1,Ya,150000000,34000000,18,2,ya"
"Pembeli 506,L,Ya,2,1,SD,2,PNS,2,1jt s.d. <5jt,2,1jt s.d. <5jt,Tanah,1,Ya,1,Ya,108000000,47000000,18,2+,tidak"
"Pembeli 507,L,Ya,0,1,SD,2,PNS,3,5jt s.d. <10jt,3,5jt s.d. <10jt,Rumah,1,Ya,1,Ya,190000000,68000000,18,0,ya"
"Pembeli 508,,Tidak,0,3,SMA,2,PNS,3,5jt s.d. <10jt,3,5jt s.d. <10jt,Rumah,1,Ya,1,Ya,188000000,54000000,18,0,ya"
"Pembeli 509,L,Ya,0,4,Sarjana,4,Pegawai Swasta,2,1jt s.d. <5jt,2,1jt s.d. <5jt,Rumah,1,Ya,1,Ya,188000000,71000000,18,2,tidak"
"Pembeli 510,P,Tidak,1,1,SD,1,Wiraswasta,5,20jt s.d. <30jt,4,10jt s.d. <20jt,Rumah,1,Ya,1,Ya,211000000,93000000,18,0,ya"
"Pembeli 511,L,Tidak,0,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,Tanah,0,Tidak,1,Ya,125000000,30000000,18,2+,tidak"
"Pembeli 512,L,Ya,1,5,PascaSarjana,2,PNS,3,5jt s.d. <10jt,2,1jt s.d. <5jt,Tanah,0,Tidak,1,Ya,139000000,47000000,18,1,ya"
"Pembeli 513,L,Ya,2,1,SD,3,POLRI-TNI,3,5jt s.d. <10jt,3,5jt s.d. <10jt,Rumah,0,Tidak,1,Ya,205000000,62000000,18,0,ya"
"Pembeli 514,L,Ya,0,4,Sarjana,3,POLRI-TNI,2,1jt s.d. <5jt,1,< 1jt,Tanah,0,Tidak,1,Ya,129000000,11000000,12,0,tidak"
"Pembeli 515,L,Tidak,0,4,Sarjana,4,Pegawai Swasta,2,1jt s.d. <5jt,1,< 1jt,Tanah,0,Tidak,1,Ya,111000000,26000000,18,1,tidak"
"Pembeli 516,L,Ya,3+,5,PascaSarjana,5,Buruh Lepas,1,< 1jt,0,0,Tanah,0,Tidak,1,Ya,143000000,36000000,18,2,tidak"
"Pembeli 517,P,Ya,2,4,Sarjana,5,Buruh Lepas,1,< 1jt,0,0,Tanah,0,Tidak,1,Ya,140000000,18000000,24,0,tidak"
"Pembeli 518,L,Ya,,5,PascaSarjana,5,Buruh Lepas,1,< 1jt,0,0,Tanah,1,Ya,1,Ya,104000000,40000000,18,0,tidak"
"Pembeli 519,L,Tidak,0,5,PascaSarjana,3,POLRI-TNI,2,1jt s.d. <5jt,1,< 1jt,Tanah,0,Tidak,1,Ya,100000000,14000000,18,2+,tidak"
"Pembeli 520,P,Tidak,0,5,PascaSarjana,4,Pegawai Swasta,3,5jt s.d. <10jt,1,< 1jt,Tanah,1,Ya,1,Ya,127000000,36000000,18,0,ya"
"Pembeli 521,L,Ya,2,1,SD,1,Wiraswasta,6,> 30jt,4,10jt s.d. <20jt,Tanah,1,Ya,1,Ya,136000000,11000000,18,2+,ya"
"Pembeli 522,L,Tidak,0,3,SMA,1,Wiraswasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,Tanah,1,Ya,1,Ya,105000000,39000000,18,2+,ya"
"Pembeli 523,L,Ya,3+,2,SMP,4,Pegawai Swasta,2,1jt s.d. <5jt,2,1jt s.d. <5jt,Tanah,0,Tidak,1,Ya,136000000,50000000,18,2,tidak"
"Pembeli 524,L,Ya,2,3,SMA,3,POLRI-TNI,3,5jt s.d. <10jt,1,< 1jt,Tanah,0,Tidak,1,Ya,139000000,20000000,18,1,ya"
"Pembeli 525,L,Tidak,0,3,SMA,3,POLRI-TNI,4,10jt s.d. <20jt,2,1jt s.d. <5jt,Tanah,0,Tidak,1,Ya,100000000,11000000,18,2+,ya"
"Pembeli 526,L,Ya,2,4,Sarjana,2,PNS,3,5jt s.d. <10jt,1,< 1jt,Tanah,1,Ya,1,Ya,125000000,10000000,18,2+,ya"
"Pembeli 527,L,Ya,0,2,SMP,2,PNS,3,5jt s.d. <10jt,1,< 1jt,Tanah,0,Tidak,1,Ya,128000000,40000000,18,2,ya"
"Pembeli 528,L,Ya,1,3,SMA,4,Pegawai Swasta,2,1jt s.d. <5jt,1,< 1jt,Tanah,0,Tidak,1,Ya,104000000,11000000,18,2,tidak"
"Pembeli 529,L,Tidak,1,4,Sarjana,1,Wiraswasta,4,10jt s.d. <20jt,4,10jt s.d. <20jt,Tanah,0,Tidak,1,Ya,109000000,17000000,18,2,ya"
"Pembeli 530,L,Tidak,0,4,Sarjana,3,POLRI-TNI,3,5jt s.d. <10jt,3,5jt s.d. <10jt,Tanah,0,Tidak,1,Ya,100000000,17000000,18,2,ya"
"Pembeli 531,L,Ya,0,1,SD,2,PNS,2,1jt s.d. <5jt,3,5jt s.d. <10jt,Tanah,0,Tidak,1,Ya,142000000,48000000,18,1,tidak"
"Pembeli 532,L,Ya,3+,3,SMA,4,Pegawai Swasta,3,5jt s.d. <10jt,1,< 1jt,Rumah,0,Tidak,1,Ya,186000000,76000000,18,2+,ya"
"Pembeli 533,L,Tidak,2,1,SD,1,Wiraswasta,3,5jt s.d. <10jt,4,10jt s.d. <20jt,Tanah,0,Tidak,1,Ya,102000000,20000000,18,1,ya"
"Pembeli 534,L,Tidak,1,4,Sarjana,2,PNS,2,1jt s.d. <5jt,1,< 1jt,Tanah,0,Tidak,1,Ya,119000000,41000000,18,1,tidak"
"Pembeli 535,P,Tidak,0,3,SMA,2,PNS,4,10jt s.d. <20jt,3,5jt s.d. <10jt,Rumah,0,Tidak,1,Ya,211000000,60000000,18,2,ya"
"Pembeli 536,L,Tidak,0,3,SMA,3,POLRI-TNI,3,5jt s.d. <10jt,1,< 1jt,Tanah,0,Tidak,1,Ya,145000000,47000000,18,2,ya"
"Pembeli 537,L,Ya,0,1,SD,2,PNS,4,10jt s.d. <20jt,1,< 1jt,Rumah,0,Tidak,1,Ya,214000000,88000000,18,2+,ya"
"Pembeli 538,L,Tidak,2,5,PascaSarjana,1,Wiraswasta,6,> 30jt,3,5jt s.d. <10jt,Tanah,0,Tidak,1,Ya,139000000,46000000,18,2+,ya"
"Pembeli 539,L,Ya,0,2,SMP,2,PNS,3,5jt s.d. <10jt,3,5jt s.d. <10jt,Tanah,0,Tidak,1,Ya,141000000,46000000,18,2+,ya"
"Pembeli 540,L,Ya,3+,4,Sarjana,2,PNS,2,1jt s.d. <5jt,3,5jt s.d. <10jt,Tanah,1,Ya,1,Ya,147000000,16000000,12,1,tidak"
"Pembeli 541,P,Ya,1,4,Sarjana,1,Wiraswasta,3,5jt s.d. <10jt,3,5jt s.d. <10jt,Tanah,0,Tidak,1,Ya,111000000,36000000,12,1,ya"
"Pembeli 542,P,Tidak,0,3,SMA,1,Wiraswasta,6,> 30jt,4,10jt s.d. <20jt,Tanah,0,Tidak,1,Ya,101000000,33000000,18,2+,ya"
"Pembeli 543,P,Tidak,1,5,PascaSarjana,3,POLRI-TNI,2,1jt s.d. <5jt,1,< 1jt,Tanah,1,Ya,1,Ya,115000000,28000000,18,0,tidak"
"Pembeli 544,L,Ya,1,3,SMA,5,Buruh Lepas,1,< 1jt,0,0,Rumah,0,Tidak,1,Ya,230000000,80000000,18,1,tidak"
"Pembeli 545,P,Ya,0,2,SMP,1,Wiraswasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,Tanah,1,Ya,1,Ya,127000000,33000000,18,2,ya"
"Pembeli 546,L,Ya,0,1,SD,5,Buruh Lepas,1,< 1jt,0,0,Tanah,1,Ya,1,Ya,119000000,43000000,18,2+,tidak"
"Pembeli 547,L,Tidak,0,3,SMA,5,Buruh Lepas,1,< 1jt,0,0,Tanah,0,Tidak,1,Ya,145000000,12000000,18,2,tidak"
"Pembeli 548,L,Tidak,0,3,SMA,2,PNS,3,5jt s.d. <10jt,1,< 1jt,Tanah,0,Tidak,1,Ya,135000000,40000000,18,0,ya"
"Pembeli 549,P,Tidak,0,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,Tanah,1,Ya,1,Ya,149000000,12000000,18,2+,tidak"
"Pembeli 550,L,Ya,0,2,SMP,4,Pegawai Swasta,2,1jt s.d. <5jt,2,1jt s.d. <5jt,Tanah,1,Ya,1,Ya,121000000,38000000,18,0,tidak"
"Pembeli 551,L,Ya,2,1,SD,3,POLRI-TNI,2,1jt s.d. <5jt,1,< 1jt,Tanah,1,Ya,1,Ya,101000000,31000000,18,2,tidak"
"Pembeli 552,L,Ya,1,5,PascaSarjana,1,Wiraswasta,5,20jt s.d. <30jt,4,10jt s.d. <20jt,Tanah,1,Ya,1,Ya,134000000,28000000,18,2+,ya"
"Pembeli 553,L,Ya,1,3,SMA,2,PNS,3,5jt s.d. <10jt,1,< 1jt,Rumah,1,Ya,1,Ya,223000000,60000000,18,1,ya"
"Pembeli 554,L,Ya,0,1,SD,5,Buruh Lepas,1,< 1jt,0,0,Rumah,1,Ya,1,Ya,245000000,100000000,18,0,tidak"
"Pembeli 555,L,Ya,0,1,SD,1,Wiraswasta,5,20jt s.d. <30jt,3,5jt s.d. <10jt,Tanah,0,Tidak,1,Ya,101000000,45000000,12,2+,ya"
"Pembeli 556,L,Ya,1,5,PascaSarjana,5,Buruh Lepas,1,< 1jt,0,0,Tanah,1,Ya,1,Ya,145000000,27000000,18,2+,tidak"
"Pembeli 557,P,Tidak,0,1,SD,5,Buruh Lepas,1,< 1jt,0,0,Rumah,0,Tidak,1,Ya,215000000,54000000,18,1,tidak"
"Pembeli 558,L,Ya,3+,3,SMA,4,Pegawai Swasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,Tanah,0,Tidak,1,Ya,150000000,31000000,18,2,ya"
"Pembeli 559,L,Ya,0,4,Sarjana,3,POLRI-TNI,4,10jt s.d. <20jt,1,< 1jt,Tanah,1,Ya,1,Ya,100000000,50000000,18,2,ya"
"Pembeli 560,P,Ya,0,1,SD,2,PNS,3,5jt s.d. <10jt,2,1jt s.d. <5jt,Tanah,1,Ya,1,Ya,111000000,26000000,18,2,ya"
"Pembeli 561,L,Ya,2,3,SMA,4,Pegawai Swasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,Tanah,0,Tidak,1,Ya,150000000,16000000,18,2,ya"
"Pembeli 562,P,Ya,1,4,Sarjana,3,POLRI-TNI,3,5jt s.d. <10jt,1,< 1jt,Tanah,1,Ya,1,Ya,140000000,16000000,18,1,ya"
"Pembeli 563,L,Ya,0,3,SMA,1,Wiraswasta,6,> 30jt,2,1jt s.d. <5jt,Tanah,0,Tidak,1,Ya,120000000,17000000,18,2,ya"
"Pembeli 564,L,Tidak,0,3,SMA,3,POLRI-TNI,2,1jt s.d. <5jt,2,1jt s.d. <5jt,Tanah,1,Ya,1,Ya,106000000,25000000,18,2,tidak"
"Pembeli 565,L,Ya,2,4,Sarjana,1,Wiraswasta,3,5jt s.d. <10jt,3,5jt s.d. <10jt,Rumah,0,Tidak,1,Ya,236000000,90000000,18,1,ya"
"Pembeli 566,L,Ya,0,4,Sarjana,2,PNS,4,10jt s.d. <20jt,3,5jt s.d. <10jt,Tanah,1,Ya,1,Ya,106000000,25000000,18,0,ya"
"Pembeli 567,L,Tidak,0,4,Sarjana,1,Wiraswasta,6,> 30jt,4,10jt s.d. <20jt,Rumah,0,Tidak,1,Ya,232000000,75000000,18,0,ya"
"Pembeli 568,L,Ya,3+,5,PascaSarjana,1,Wiraswasta,4,10jt s.d. <20jt,2,1jt s.d. <5jt,Tanah,0,Tidak,1,Ya,106000000,37000000,18,2+,ya"
"Pembeli 569,P,Tidak,0,2,SMP,2,PNS,2,1jt s.d. <5jt,2,1jt s.d. <5jt,Rumah,1,Ya,1,Ya,213000000,84000000,18,2+,tidak"
"Pembeli 570,L,Ya,0,3,SMA,4,Pegawai Swasta,3,5jt s.d. <10jt,1,< 1jt,Rumah,0,Tidak,1,Ya,232000000,86000000,18,1,ya"
"Pembeli 571,L,Ya,1,3,SMA,1,Wiraswasta,4,10jt s.d. <20jt,2,1jt s.d. <5jt,Rumah,1,Ya,1,Ya,233000000,54000000,18,1,ya"
"Pembeli 572,L,Ya,2,5,PascaSarjana,1,Wiraswasta,5,20jt s.d. <30jt,2,1jt s.d. <5jt,Rumah,1,Ya,1,Ya,225000000,69000000,18,0,ya"
"Pembeli 573,L,Ya,2,3,SMA,4,Pegawai Swasta,2,1jt s.d. <5jt,2,1jt s.d. <5jt,Rumah,0,Tidak,1,Ya,237000000,65000000,18,0,tidak"
"Pembeli 574,L,Ya,2,3,SMA,5,Buruh Lepas,1,< 1jt,0,0,Tanah,1,Ya,1,Ya,145000000,16000000,24,0,tidak"
"Pembeli 575,L,Ya,3+,3,SMA,1,Wiraswasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,Tanah,0,Tidak,1,Ya,149000000,50000000,18,2,ya"
"Pembeli 576,L,Ya,2,1,SD,4,Pegawai Swasta,2,1jt s.d. <5jt,2,1jt s.d. <5jt,Rumah,1,Ya,1,Ya,204000000,95000000,12,0,tidak"
"Pembeli 577,,Ya,0,5,PascaSarjana,1,Wiraswasta,3,5jt s.d. <10jt,4,10jt s.d. <20jt,Tanah,0,Tidak,1,Ya,114000000,16000000,18,2+,ya"
"Pembeli 578,L,Tidak,0,5,PascaSarjana,4,Pegawai Swasta,2,1jt s.d. <5jt,1,< 1jt,Rumah,0,Tidak,1,Ya,208000000,59000000,18,2,ya"
"Pembeli 579,L,Ya,1,1,SD,1,Wiraswasta,4,10jt s.d. <20jt,4,10jt s.d. <20jt,Tanah,1,Ya,1,Ya,130000000,27000000,18,2,ya"
"Pembeli 580,L,Tidak,0,5,PascaSarjana,2,PNS,3,5jt s.d. <10jt,1,< 1jt,Rumah,0,Tidak,1,Ya,203000000,76000000,18,2,ya"
"Pembeli 581,L,Ya,2,4,Sarjana,2,PNS,4,10jt s.d. <20jt,3,5jt s.d. <10jt,Tanah,0,Tidak,1,Ya,145000000,44000000,18,2,ya"
"Pembeli 582,L,Tidak,0,3,SMA,5,Buruh Lepas,1,< 1jt,0,0,Rumah,1,Ya,1,Ya,228000000,93000000,18,2,tidak"
"Pembeli 583,P,Ya,0,4,Sarjana,3,POLRI-TNI,4,10jt s.d. <20jt,1,< 1jt,Tanah,0,Tidak,1,Ya,138000000,31000000,18,1,ya"
"Pembeli 584,L,Ya,1,2,SMP,3,POLRI-TNI,2,1jt s.d. <5jt,1,< 1jt,Tanah,1,Ya,1,Ya,147000000,17000000,18,1,tidak"
"Pembeli 585,L,Ya,1,2,SMP,4,Pegawai Swasta,2,1jt s.d. <5jt,1,< 1jt,Tanah,1,Ya,1,Ya,150000000,40000000,18,2+,tidak"
"Pembeli 586,L,Ya,1,2,SMP,4,Pegawai Swasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,Tanah,1,Ya,1,Ya,142000000,47000000,12,0,tidak"
"Pembeli 587,L,Ya,0,3,SMA,3,POLRI-TNI,4,10jt s.d. <20jt,3,5jt s.d. <10jt,Rumah,1,Ya,1,Ya,207000000,58000000,18,2,ya"
"Pembeli 588,P,Tidak,0,2,SMP,1,Wiraswasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,Tanah,0,Tidak,1,Ya,118000000,27000000,18,2+,ya"
"Pembeli 589,P,Tidak,0,5,PascaSarjana,2,PNS,3,5jt s.d. <10jt,1,< 1jt,Tanah,0,Tidak,1,Ya,102000000,43000000,18,2,ya"
"Pembeli 590,L,Ya,2,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,Tanah,1,Ya,1,Ya,134000000,14000000,18,2,tidak"
"Pembeli 591,L,Ya,0,1,SD,1,Wiraswasta,3,5jt s.d. <10jt,3,5jt s.d. <10jt,Tanah,0,Tidak,1,Ya,116000000,13000000,12,2,ya"
"Pembeli 592,L,Ya,2,4,Sarjana,1,Wiraswasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,Tanah,0,Tidak,1,Ya,144000000,14000000,12,2,ya"
"Pembeli 593,P,Tidak,0,1,SD,1,Wiraswasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,Tanah,1,Ya,1,Ya,127000000,36000000,18,2+,ya"
"Pembeli 594,L,Ya,0,1,SD,1,Wiraswasta,6,> 30jt,2,1jt s.d. <5jt,Tanah,0,Tidak,1,Ya,129000000,48000000,12,1,ya"
"Pembeli 595,L,Ya,0,4,Sarjana,1,Wiraswasta,4,10jt s.d. <20jt,3,5jt s.d. <10jt,Rumah,0,Tidak,1,Ya,181000000,73000000,18,1,ya"
"Pembeli 596,L,Tidak,0,1,SD,3,POLRI-TNI,2,1jt s.d. <5jt,1,< 1jt,Tanah,1,Ya,1,Ya,143000000,17000000,18,2+,tidak"
"Pembeli 597,L,Ya,2,5,PascaSarjana,5,Buruh Lepas,1,< 1jt,0,0,Tanah,1,Ya,1,Ya,122000000,35000000,18,2+,tidak"
"Pembeli 598,L,Tidak,0,2,SMP,4,Pegawai Swasta,3,5jt s.d. <10jt,1,< 1jt,Tanah,1,Ya,1,Ya,112000000,40000000,18,1,ya"
"Pembeli 599,L,Ya,0,3,SMA,3,POLRI-TNI,4,10jt s.d. <20jt,3,5jt s.d. <10jt,Tanah,0,Tidak,1,Ya,127000000,21000000,18,2+,ya"
"Pembeli 600,L,Ya,2,1,SD,2,PNS,3,5jt s.d. <10jt,1,< 1jt,Rumah,1,Ya,1,Ya,224000000,72000000,18,1,ya"
